MegaMek Equipment Extended Database
This file can be regenerated with java -jar MegaMek.jar -eqedb /Users/ianbellomy/Sites/megamek/megamek/extended-equipment.txt
Type,Name,Tech Base,Rules,Tech Rating,Static Tech Level,Introduction Date,Prototype Date,Production Date,Common Date,Extinction Date,Re-Introduction Date,Tonnage,CriticalSlots,Cost,BV,RulesRef,Alias
A,"Improved LRM 20 (Clan) Multi-Purpose Ammo","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-E-E","Standard","~3055(CGS)","~3055(CGS)","3060","3065","-","-",1.0,1,30000.0,23.0,"229, TW","ClanImprovedLRM20Ammo (Clan) Multi-Purpose,ClanImprovedLRM20Ammo (Clan) Multi-Purpose,CLImpLRM20Ammo (Clan) Multi-Purpose,ClanImprovedLRM20Ammo - (Clan) Multi-Purpose,CLImpLRM20Ammo - (Clan) Multi-Purpose,ClanImprovedLRM20(Clan) Multi-Purpose Ammo,CLImpLRM20(Clan) Multi-Purpose Ammo,"
A,"Improved LRM 20 (Clan) Narc-capable Ammo","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","E/E-F-D-C","Standard","~2520","~2520","2587","3049","-","-",1.0,1,60000.0,23.0,"142, TW","ClanImprovedLRM20Ammo (Clan) Narc-capable,ClanImprovedLRM20Ammo (Clan) Narc-capable,CLImpLRM20Ammo (Clan) Narc-capable,ClanImprovedLRM20Ammo - (Clan) Narc-capable,CLImpLRM20Ammo - (Clan) Narc-capable,ClanImprovedLRM20(Clan) Narc-capable Ammo,CLImpLRM20(Clan) Narc-capable Ammo,"
A,"Armor-Piercing AC/2 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3055(FS,LC)","3055(FS,LC)","3059(FS)","3063","-","-",1.0,1,4000.0,5.0,"208, TM","IS Ammo AC/2 - Armor-Piercing,ISAC2 Ammo - Armor-Piercing,IS Autocannon/2 Ammo - Armor-Piercing,IS Armor-Piercing Ammo AC/2,IS Armor-Piercing Ammo AC/2,ISAC2 Armor-Piercing Ammo,IS Autocannon/2 Armor-Piercing Ammo,"
A,"Caseless AC/2 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced","D/X-X-E-D","Standard","3056(FS)","-","3056(FS)","3079","-","-",1.0,1,1500.0,10.0,"352, TO","IS Ammo AC/2 - Caseless,ISAC2 Ammo - Caseless,IS Autocannon/2 Ammo - Caseless,IS Caseless Ammo AC/2,IS Caseless Ammo AC/2,ISAC2 Caseless Ammo,IS Autocannon/2 Caseless Ammo,"
A,"Flak AC/2 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","B/E-F-F-E","Standard","ES","ES","2310(TA)","~3070","-","-",1.0,1,1500.0,5.0,"352, TO","IS Ammo AC/2 - Flak,ISAC2 Ammo - Flak,IS Autocannon/2 Ammo - Flak,IS Flak Ammo AC/2,IS Flak Ammo AC/2,ISAC2 Flak Ammo,IS Autocannon/2 Flak Ammo,"
A,"Flechette AC/2 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3053(FS,LC)","3053(FS,LC)","3055(FS)","3058","-","-",1.0,1,1500.0,5.0,"208, TM","IS Ammo AC/2 - Flechette,ISAC2 Ammo - Flechette,IS Autocannon/2 Ammo - Flechette,IS Flechette Ammo AC/2,IS Flechette Ammo AC/2,ISAC2 Flechette Ammo,IS Autocannon/2 Flechette Ammo,"
A,"Precision AC/2 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3058(FS)","3058(FS)","3062(FS)","3066","-","-",1.0,1,6000.0,5.0,"208, TM","IS Ammo AC/2 - Precision,ISAC2 Ammo - Precision,IS Autocannon/2 Ammo - Precision,IS Precision Ammo AC/2,IS Precision Ammo AC/2,ISAC2 Precision Ammo,IS Autocannon/2 Precision Ammo,"
A,"Tracer AC/2 Ammo","Inner Sphere","IS_Advanced/IS_Experimental/IS_Unofficial","B/D-E-F-E","Advanced","ES","ES","~2300(TA)","3060","-","-",1.0,1,1500.0,6.25,"353, TO","IS Ammo AC/2 - Tracer,ISAC2 Ammo - Tracer,IS Autocannon/2 Ammo - Tracer,IS Tracer Ammo AC/2,IS Tracer Ammo AC/2,ISAC2 Tracer Ammo,IS Autocannon/2 Tracer Ammo,"
A,"Armor-Piercing AC/5 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3055(FS,LC)","3055(FS,LC)","3059(FS)","3063","-","-",1.0,1,18000.0,9.0,"208, TM","IS Ammo AC/5 - Armor-Piercing,ISAC5 Ammo - Armor-Piercing,IS Autocannon/5 Ammo - Armor-Piercing,IS Armor-Piercing Ammo AC/5,IS Armor-Piercing Ammo AC/5,ISAC5 Armor-Piercing Ammo,IS Autocannon/5 Armor-Piercing Ammo,"
A,"Caseless AC/5 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced","D/X-X-E-D","Standard","3056(FS)","-","3056(FS)","3079","-","-",1.0,1,6750.0,18.0,"352, TO","IS Ammo AC/5 - Caseless,ISAC5 Ammo - Caseless,IS Autocannon/5 Ammo - Caseless,IS Caseless Ammo AC/5,IS Caseless Ammo AC/5,ISAC5 Caseless Ammo,IS Autocannon/5 Caseless Ammo,"
A,"Flak AC/5 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","B/E-F-F-E","Standard","ES","ES","2310(TA)","~3070","-","-",1.0,1,6750.0,9.0,"352, TO","IS Ammo AC/5 - Flak,ISAC5 Ammo - Flak,IS Autocannon/5 Ammo - Flak,IS Flak Ammo AC/5,IS Flak Ammo AC/5,ISAC5 Flak Ammo,IS Autocannon/5 Flak Ammo,"
A,"Flechette AC/5 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3053(FS,LC)","3053(FS,LC)","3055(FS)","3058","-","-",1.0,1,6750.0,9.0,"208, TM","IS Ammo AC/5 - Flechette,ISAC5 Ammo - Flechette,IS Autocannon/5 Ammo - Flechette,IS Flechette Ammo AC/5,IS Flechette Ammo AC/5,ISAC5 Flechette Ammo,IS Autocannon/5 Flechette Ammo,"
A,"Precision AC/5 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3058(FS)","3058(FS)","3062(FS)","3066","-","-",1.0,1,27000.0,9.0,"208, TM","IS Ammo AC/5 - Precision,ISAC5 Ammo - Precision,IS Autocannon/5 Ammo - Precision,IS Precision Ammo AC/5,IS Precision Ammo AC/5,ISAC5 Precision Ammo,IS Autocannon/5 Precision Ammo,"
A,"Tracer AC/5 Ammo","Inner Sphere","IS_Advanced/IS_Experimental/IS_Unofficial","B/D-E-F-E","Advanced","ES","ES","~2300(TA)","3060","-","-",1.0,1,6750.0,11.25,"353, TO","IS Ammo AC/5 - Tracer,ISAC5 Ammo - Tracer,IS Autocannon/5 Ammo - Tracer,IS Tracer Ammo AC/5,IS Tracer Ammo AC/5,ISAC5 Tracer Ammo,IS Autocannon/5 Tracer Ammo,"
A,"Armor-Piercing AC/10 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3055(FS,LC)","3055(FS,LC)","3059(FS)","3063","-","-",1.0,1,24000.0,15.0,"208, TM","IS Ammo AC/10 - Armor-Piercing,ISAC10 Ammo - Armor-Piercing,IS Autocannon/10 Ammo - Armor-Piercing,IS Armor-Piercing Ammo AC/10,IS Armor-Piercing Ammo AC/10,ISAC10 Armor-Piercing Ammo,IS Autocannon/10 Armor-Piercing Ammo,"
A,"Caseless AC/10 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced","D/X-X-E-D","Standard","3056(FS)","-","3056(FS)","3079","-","-",1.0,1,9000.0,30.0,"352, TO","IS Ammo AC/10 - Caseless,ISAC10 Ammo - Caseless,IS Autocannon/10 Ammo - Caseless,IS Caseless Ammo AC/10,IS Caseless Ammo AC/10,ISAC10 Caseless Ammo,IS Autocannon/10 Caseless Ammo,"
A,"Flak AC/10 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","B/E-F-F-E","Standard","ES","ES","2310(TA)","~3070","-","-",1.0,1,9000.0,15.0,"352, TO","IS Ammo AC/10 - Flak,ISAC10 Ammo - Flak,IS Autocannon/10 Ammo - Flak,IS Flak Ammo AC/10,IS Flak Ammo AC/10,ISAC10 Flak Ammo,IS Autocannon/10 Flak Ammo,"
A,"Flechette AC/10 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3053(FS,LC)","3053(FS,LC)","3055(FS)","3058","-","-",1.0,1,9000.0,15.0,"208, TM","IS Ammo AC/10 - Flechette,ISAC10 Ammo - Flechette,IS Autocannon/10 Ammo - Flechette,IS Flechette Ammo AC/10,IS Flechette Ammo AC/10,ISAC10 Flechette Ammo,IS Autocannon/10 Flechette Ammo,"
A,"Precision AC/10 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3058(FS)","3058(FS)","3062(FS)","3066","-","-",1.0,1,36000.0,15.0,"208, TM","IS Ammo AC/10 - Precision,ISAC10 Ammo - Precision,IS Autocannon/10 Ammo - Precision,IS Precision Ammo AC/10,IS Precision Ammo AC/10,ISAC10 Precision Ammo,IS Autocannon/10 Precision Ammo,"
A,"Tracer AC/10 Ammo","Inner Sphere","IS_Advanced/IS_Experimental/IS_Unofficial","B/D-E-F-E","Advanced","ES","ES","~2300(TA)","3060","-","-",1.0,1,9000.0,18.75,"353, TO","IS Ammo AC/10 - Tracer,ISAC10 Ammo - Tracer,IS Autocannon/10 Ammo - Tracer,IS Tracer Ammo AC/10,IS Tracer Ammo AC/10,ISAC10 Tracer Ammo,IS Autocannon/10 Tracer Ammo,"
A,"Armor-Piercing AC/20 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3055(FS,LC)","3055(FS,LC)","3059(FS)","3063","-","-",1.0,1,40000.0,22.0,"208, TM","IS Ammo AC/20 - Armor-Piercing,ISAC20 Ammo - Armor-Piercing,IS Autocannon/20 Ammo - Armor-Piercing,IS Armor-Piercing Ammo AC/20,IS Armor-Piercing Ammo AC/20,ISAC20 Armor-Piercing Ammo,IS Autocannon/20 Armor-Piercing Ammo,"
A,"Caseless AC/20 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced","D/X-X-E-D","Standard","3056(FS)","-","3056(FS)","3079","-","-",1.0,1,15000.0,44.0,"352, TO","IS Ammo AC/20 - Caseless,ISAC20 Ammo - Caseless,IS Autocannon/20 Ammo - Caseless,IS Caseless Ammo AC/20,IS Caseless Ammo AC/20,ISAC20 Caseless Ammo,IS Autocannon/20 Caseless Ammo,"
A,"Flak AC/20 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","B/E-F-F-E","Standard","ES","ES","2310(TA)","~3070","-","-",1.0,1,15000.0,22.0,"352, TO","IS Ammo AC/20 - Flak,ISAC20 Ammo - Flak,IS Autocannon/20 Ammo - Flak,IS Flak Ammo AC/20,IS Flak Ammo AC/20,ISAC20 Flak Ammo,IS Autocannon/20 Flak Ammo,"
A,"Flechette AC/20 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3053(FS,LC)","3053(FS,LC)","3055(FS)","3058","-","-",1.0,1,15000.0,22.0,"208, TM","IS Ammo AC/20 - Flechette,ISAC20 Ammo - Flechette,IS Autocannon/20 Ammo - Flechette,IS Flechette Ammo AC/20,IS Flechette Ammo AC/20,ISAC20 Flechette Ammo,IS Autocannon/20 Flechette Ammo,"
A,"Precision AC/20 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3058(FS)","3058(FS)","3062(FS)","3066","-","-",1.0,1,60000.0,22.0,"208, TM","IS Ammo AC/20 - Precision,ISAC20 Ammo - Precision,IS Autocannon/20 Ammo - Precision,IS Precision Ammo AC/20,IS Precision Ammo AC/20,ISAC20 Precision Ammo,IS Autocannon/20 Precision Ammo,"
A,"Tracer AC/20 Ammo","Inner Sphere","IS_Advanced/IS_Experimental/IS_Unofficial","B/D-E-F-E","Advanced","ES","ES","~2300(TA)","3060","-","-",1.0,1,15000.0,27.5,"353, TO","IS Ammo AC/20 - Tracer,ISAC20 Ammo - Tracer,IS Autocannon/20 Ammo - Tracer,IS Tracer Ammo AC/20,IS Tracer Ammo AC/20,ISAC20 Tracer Ammo,IS Autocannon/20 Tracer Ammo,"
A,"Armor-Piercing LAC/2 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3055(FS,LC)","3055(FS,LC)","3059(FS)","3063","-","-",1.0,1,8000.0,4.0,"208, TM","IS Ammo LAC/2 - Armor-Piercing,ISLAC2 Ammo - Armor-Piercing,IS Light Autocannon/2 Ammo - Armor-Piercing,Light AC/2 Ammo - Armor-Piercing,IS Armor-Piercing Ammo LAC/2,IS Armor-Piercing Ammo LAC/2,ISLAC2 Armor-Piercing Ammo,IS Light Autocannon/2 Armor-Piercing Ammo,Light AC/2 Armor-Piercing Ammo,"
A,"Caseless LAC/2 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced","D/X-X-E-D","Standard","3056(FS)","-","3056(FS)","3079","-","-",1.0,1,3000.0,8.0,"352, TO","IS Ammo LAC/2 - Caseless,ISLAC2 Ammo - Caseless,IS Light Autocannon/2 Ammo - Caseless,Light AC/2 Ammo - Caseless,IS Caseless Ammo LAC/2,IS Caseless Ammo LAC/2,ISLAC2 Caseless Ammo,IS Light Autocannon/2 Caseless Ammo,Light AC/2 Caseless Ammo,"
A,"Flak LAC/2 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","B/E-F-F-E","Standard","ES","ES","2310(TA)","~3070","-","-",1.0,1,3000.0,4.0,"352, TO","IS Ammo LAC/2 - Flak,ISLAC2 Ammo - Flak,IS Light Autocannon/2 Ammo - Flak,Light AC/2 Ammo - Flak,IS Flak Ammo LAC/2,IS Flak Ammo LAC/2,ISLAC2 Flak Ammo,IS Light Autocannon/2 Flak Ammo,Light AC/2 Flak Ammo,"
A,"Flechette LAC/2 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3053(FS,LC)","3053(FS,LC)","3055(FS)","3058","-","-",1.0,1,3000.0,4.0,"208, TM","IS Ammo LAC/2 - Flechette,ISLAC2 Ammo - Flechette,IS Light Autocannon/2 Ammo - Flechette,Light AC/2 Ammo - Flechette,IS Flechette Ammo LAC/2,IS Flechette Ammo LAC/2,ISLAC2 Flechette Ammo,IS Light Autocannon/2 Flechette Ammo,Light AC/2 Flechette Ammo,"
A,"Precision LAC/2 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3058(FS)","3058(FS)","3062(FS)","3066","-","-",1.0,1,12000.0,4.0,"208, TM","IS Ammo LAC/2 - Precision,ISLAC2 Ammo - Precision,IS Light Autocannon/2 Ammo - Precision,Light AC/2 Ammo - Precision,IS Precision Ammo LAC/2,IS Precision Ammo LAC/2,ISLAC2 Precision Ammo,IS Light Autocannon/2 Precision Ammo,Light AC/2 Precision Ammo,"
A,"Tracer LAC/2 Ammo","Inner Sphere","IS_Advanced/IS_Experimental/IS_Unofficial","B/D-E-F-E","Advanced","ES","ES","~2300(TA)","3060","-","-",1.0,1,3000.0,5.0,"353, TO","IS Ammo LAC/2 - Tracer,ISLAC2 Ammo - Tracer,IS Light Autocannon/2 Ammo - Tracer,Light AC/2 Ammo - Tracer,IS Tracer Ammo LAC/2,IS Tracer Ammo LAC/2,ISLAC2 Tracer Ammo,IS Light Autocannon/2 Tracer Ammo,Light AC/2 Tracer Ammo,"
A,"Armor-Piercing LAC/5 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3055(FS,LC)","3055(FS,LC)","3059(FS)","3063","-","-",1.0,1,20000.0,8.0,"208, TM","IS Ammo LAC/5 - Armor-Piercing,ISLAC5 Ammo - Armor-Piercing,IS Light Autocannon/5 Ammo - Armor-Piercing,Light AC/5 Ammo - Armor-Piercing,IS Armor-Piercing Ammo LAC/5,IS Armor-Piercing Ammo LAC/5,ISLAC5 Armor-Piercing Ammo,IS Light Autocannon/5 Armor-Piercing Ammo,Light AC/5 Armor-Piercing Ammo,"
A,"Caseless LAC/5 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced","D/X-X-E-D","Standard","3056(FS)","-","3056(FS)","3079","-","-",1.0,1,7500.0,16.0,"352, TO","IS Ammo LAC/5 - Caseless,ISLAC5 Ammo - Caseless,IS Light Autocannon/5 Ammo - Caseless,Light AC/5 Ammo - Caseless,IS Caseless Ammo LAC/5,IS Caseless Ammo LAC/5,ISLAC5 Caseless Ammo,IS Light Autocannon/5 Caseless Ammo,Light AC/5 Caseless Ammo,"
A,"Flak LAC/5 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","B/E-F-F-E","Standard","ES","ES","2310(TA)","~3070","-","-",1.0,1,7500.0,8.0,"352, TO","IS Ammo LAC/5 - Flak,ISLAC5 Ammo - Flak,IS Light Autocannon/5 Ammo - Flak,Light AC/5 Ammo - Flak,IS Flak Ammo LAC/5,IS Flak Ammo LAC/5,ISLAC5 Flak Ammo,IS Light Autocannon/5 Flak Ammo,Light AC/5 Flak Ammo,"
A,"Flechette LAC/5 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3053(FS,LC)","3053(FS,LC)","3055(FS)","3058","-","-",1.0,1,7500.0,8.0,"208, TM","IS Ammo LAC/5 - Flechette,ISLAC5 Ammo - Flechette,IS Light Autocannon/5 Ammo - Flechette,Light AC/5 Ammo - Flechette,IS Flechette Ammo LAC/5,IS Flechette Ammo LAC/5,ISLAC5 Flechette Ammo,IS Light Autocannon/5 Flechette Ammo,Light AC/5 Flechette Ammo,"
A,"Precision LAC/5 Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3058(FS)","3058(FS)","3062(FS)","3066","-","-",1.0,1,30000.0,8.0,"208, TM","IS Ammo LAC/5 - Precision,ISLAC5 Ammo - Precision,IS Light Autocannon/5 Ammo - Precision,Light AC/5 Ammo - Precision,IS Precision Ammo LAC/5,IS Precision Ammo LAC/5,ISLAC5 Precision Ammo,IS Light Autocannon/5 Precision Ammo,Light AC/5 Precision Ammo,"
A,"Tracer LAC/5 Ammo","Inner Sphere","IS_Advanced/IS_Experimental/IS_Unofficial","B/D-E-F-E","Advanced","ES","ES","~2300(TA)","3060","-","-",1.0,1,7500.0,10.0,"353, TO","IS Ammo LAC/5 - Tracer,ISLAC5 Ammo - Tracer,IS Light Autocannon/5 Ammo - Tracer,Light AC/5 Ammo - Tracer,IS Tracer Ammo LAC/5,IS Tracer Ammo LAC/5,ISLAC5 Tracer Ammo,IS Light Autocannon/5 Tracer Ammo,Light AC/5 Tracer Ammo,"
A,"Armor-Piercing LAC/10 Ammo","Inner Sphere","IS_Unofficial","E/X-X-E-E","Unofficial","3055(FS,LC)","3055(FS,LC)","3059(FS)","3063","-","-",1.0,1,40000.0,9.0,"208, TM","IS Ammo LAC/10 - Armor-Piercing,ISLAC10 Ammo - Armor-Piercing,IS Light Autocannon/10 Ammo - Armor-Piercing,Light AC/10 Ammo - Armor-Piercing,IS Armor-Piercing Ammo LAC/10,IS Armor-Piercing Ammo LAC/10,ISLAC10 Armor-Piercing Ammo,IS Light Autocannon/10 Armor-Piercing Ammo,Light AC/10 Armor-Piercing Ammo,"
A,"Caseless LAC/10 Ammo","Inner Sphere","IS_Unofficial","D/X-X-E-D","Unofficial","3056(FS)","-","3056(FS)","3079","-","-",1.0,1,15000.0,18.0,"352, TO","IS Ammo LAC/10 - Caseless,ISLAC10 Ammo - Caseless,IS Light Autocannon/10 Ammo - Caseless,Light AC/10 Ammo - Caseless,IS Caseless Ammo LAC/10,IS Caseless Ammo LAC/10,ISLAC10 Caseless Ammo,IS Light Autocannon/10 Caseless Ammo,Light AC/10 Caseless Ammo,"
A,"Flak LAC/10 Ammo","Inner Sphere","IS_Unofficial","B/E-F-F-E","Unofficial","ES","ES","2310(TA)","~3070","-","-",1.0,1,15000.0,9.0,"352, TO","IS Ammo LAC/10 - Flak,ISLAC10 Ammo - Flak,IS Light Autocannon/10 Ammo - Flak,Light AC/10 Ammo - Flak,IS Flak Ammo LAC/10,IS Flak Ammo LAC/10,ISLAC10 Flak Ammo,IS Light Autocannon/10 Flak Ammo,Light AC/10 Flak Ammo,"
A,"Flechette LAC/10 Ammo","Inner Sphere","IS_Unofficial","E/X-X-E-E","Unofficial","3053(FS,LC)","3053(FS,LC)","3055(FS)","3058","-","-",1.0,1,15000.0,9.0,"208, TM","IS Ammo LAC/10 - Flechette,ISLAC10 Ammo - Flechette,IS Light Autocannon/10 Ammo - Flechette,Light AC/10 Ammo - Flechette,IS Flechette Ammo LAC/10,IS Flechette Ammo LAC/10,ISLAC10 Flechette Ammo,IS Light Autocannon/10 Flechette Ammo,Light AC/10 Flechette Ammo,"
A,"Precision LAC/10 Ammo","Inner Sphere","IS_Unofficial","E/X-X-E-E","Unofficial","3058(FS)","3058(FS)","3062(FS)","3066","-","-",1.0,1,60000.0,9.0,"208, TM","IS Ammo LAC/10 - Precision,ISLAC10 Ammo - Precision,IS Light Autocannon/10 Ammo - Precision,Light AC/10 Ammo - Precision,IS Precision Ammo LAC/10,IS Precision Ammo LAC/10,ISLAC10 Precision Ammo,IS Light Autocannon/10 Precision Ammo,Light AC/10 Precision Ammo,"
A,"Tracer LAC/10 Ammo","Inner Sphere","IS_Unofficial","B/D-E-F-E","Unofficial","ES","ES","~2300(TA)","3060","-","-",1.0,1,15000.0,11.25,"353, TO","IS Ammo LAC/10 - Tracer,ISLAC10 Ammo - Tracer,IS Light Autocannon/10 Ammo - Tracer,Light AC/10 Ammo - Tracer,IS Tracer Ammo LAC/10,IS Tracer Ammo LAC/10,ISLAC10 Tracer Ammo,IS Light Autocannon/10 Tracer Ammo,Light AC/10 Tracer Ammo,"
A,"Armor-Piercing LAC/20 Ammo","Inner Sphere","IS_Unofficial","E/X-X-E-E","Unofficial","3055(FS,LC)","3055(FS,LC)","3059(FS)","3063","-","-",1.0,1,80000.0,15.0,"208, TM","IS Ammo LAC/20 - Armor-Piercing,ISLAC20 Ammo - Armor-Piercing,IS Light Autocannon/20 Ammo - Armor-Piercing,Light AC/20 Ammo - Armor-Piercing,IS Armor-Piercing Ammo LAC/20,IS Armor-Piercing Ammo LAC/20,ISLAC20 Armor-Piercing Ammo,IS Light Autocannon/20 Armor-Piercing Ammo,Light AC/20 Armor-Piercing Ammo,"
A,"Caseless LAC/20 Ammo","Inner Sphere","IS_Unofficial","D/X-X-E-D","Unofficial","3056(FS)","-","3056(FS)","3079","-","-",1.0,1,30000.0,30.0,"352, TO","IS Ammo LAC/20 - Caseless,ISLAC20 Ammo - Caseless,IS Light Autocannon/20 Ammo - Caseless,Light AC/20 Ammo - Caseless,IS Caseless Ammo LAC/20,IS Caseless Ammo LAC/20,ISLAC20 Caseless Ammo,IS Light Autocannon/20 Caseless Ammo,Light AC/20 Caseless Ammo,"
A,"Flak LAC/20 Ammo","Inner Sphere","IS_Unofficial","B/E-F-F-E","Unofficial","ES","ES","2310(TA)","~3070","-","-",1.0,1,30000.0,15.0,"352, TO","IS Ammo LAC/20 - Flak,ISLAC20 Ammo - Flak,IS Light Autocannon/20 Ammo - Flak,Light AC/20 Ammo - Flak,IS Flak Ammo LAC/20,IS Flak Ammo LAC/20,ISLAC20 Flak Ammo,IS Light Autocannon/20 Flak Ammo,Light AC/20 Flak Ammo,"
A,"Flechette LAC/20 Ammo","Inner Sphere","IS_Unofficial","E/X-X-E-E","Unofficial","3053(FS,LC)","3053(FS,LC)","3055(FS)","3058","-","-",1.0,1,30000.0,15.0,"208, TM","IS Ammo LAC/20 - Flechette,ISLAC20 Ammo - Flechette,IS Light Autocannon/20 Ammo - Flechette,Light AC/20 Ammo - Flechette,IS Flechette Ammo LAC/20,IS Flechette Ammo LAC/20,ISLAC20 Flechette Ammo,IS Light Autocannon/20 Flechette Ammo,Light AC/20 Flechette Ammo,"
A,"Precision LAC/20 Ammo","Inner Sphere","IS_Unofficial","E/X-X-E-E","Unofficial","3058(FS)","3058(FS)","3062(FS)","3066","-","-",1.0,1,120000.0,15.0,"208, TM","IS Ammo LAC/20 - Precision,ISLAC20 Ammo - Precision,IS Light Autocannon/20 Ammo - Precision,Light AC/20 Ammo - Precision,IS Precision Ammo LAC/20,IS Precision Ammo LAC/20,ISLAC20 Precision Ammo,IS Light Autocannon/20 Precision Ammo,Light AC/20 Precision Ammo,"
A,"Tracer LAC/20 Ammo","Inner Sphere","IS_Unofficial","B/D-E-F-E","Unofficial","ES","ES","~2300(TA)","3060","-","-",1.0,1,30000.0,18.75,"353, TO","IS Ammo LAC/20 - Tracer,ISLAC20 Ammo - Tracer,IS Light Autocannon/20 Ammo - Tracer,Light AC/20 Ammo - Tracer,IS Tracer Ammo LAC/20,IS Tracer Ammo LAC/20,ISLAC20 Tracer Ammo,IS Light Autocannon/20 Tracer Ammo,Light AC/20 Tracer Ammo,"
A,"Armor-Piercing AC/15 Ammo","Inner Sphere","IS_Unofficial","E/X-X-E-E","Unofficial","3055(FS,LC)","3055(FS,LC)","3059(FS)","3063","-","-",1.0,1,34000.0,22.0,"208, TM","IS Ammo AC/15 - Armor-Piercing,ISAC15 Ammo - Armor-Piercing,IS Autocannon/15 Ammo - Armor-Piercing,IS Armor-Piercing Ammo AC/15,IS Armor-Piercing Ammo AC/15,ISAC15 Armor-Piercing Ammo,IS Autocannon/15 Armor-Piercing Ammo,"
A,"Caseless AC/15 Ammo","Inner Sphere","IS_Unofficial","D/X-X-E-D","Unofficial","3056(FS)","-","3056(FS)","3079","-","-",1.0,1,12750.0,44.0,"352, TO","IS Ammo AC/15 - Caseless,ISAC15 Ammo - Caseless,IS Autocannon/15 Ammo - Caseless,IS Caseless Ammo AC/15,IS Caseless Ammo AC/15,ISAC15 Caseless Ammo,IS Autocannon/15 Caseless Ammo,"
A,"Flak AC/15 Ammo","Inner Sphere","IS_Unofficial","B/E-F-F-E","Unofficial","ES","ES","2310(TA)","~3070","-","-",1.0,1,12750.0,22.0,"352, TO","IS Ammo AC/15 - Flak,ISAC15 Ammo - Flak,IS Autocannon/15 Ammo - Flak,IS Flak Ammo AC/15,IS Flak Ammo AC/15,ISAC15 Flak Ammo,IS Autocannon/15 Flak Ammo,"
A,"Flechette AC/15 Ammo","Inner Sphere","IS_Unofficial","E/X-X-E-E","Unofficial","3053(FS,LC)","3053(FS,LC)","3055(FS)","3058","-","-",1.0,1,12750.0,22.0,"208, TM","IS Ammo AC/15 - Flechette,ISAC15 Ammo - Flechette,IS Autocannon/15 Ammo - Flechette,IS Flechette Ammo AC/15,IS Flechette Ammo AC/15,ISAC15 Flechette Ammo,IS Autocannon/15 Flechette Ammo,"
